x,y,dir,enemyCount,distBucket,move,face,q
-4,3,w,0,1,k,e,254.26951349648766
-4,3,w,0,1,k,s,153.771862997258
16,-9,s,0,6,j,w,0.4777571922096791
-4,3,w,0,1,k,n,143.51053399373995
16,-9,s,0,6,j,s,1.034376270230863
-8,-10,s,0,4,h,n,0.029795934245029687
14,-8,w,0,5,h,n,1.9523019189172883
16,-9,s,0,6,j,n,0.9421701929362774
-8,-10,s,0,4,h,s,-0.16248140585171303
-3,-9,w,0,3,s,e,3.117295044084063
14,-8,w,0,5,h,e,1.4426447069649986
-8,-10,s,0,4,h,w,-0.1439040920384406
16,-9,s,0,6,j,e,0.42672745581114724
-3,-9,w,0,3,s,n,2.6838713362757307
1,-3,n,0,1,l,w,270.77074507432894
-14,0,n,0,4,s,w,0.8525087883378504
-6,-1,w,0,2,h,w,24.096998521261558
-14,-2,e,0,4,j,s,0.6275335800866004
16,-9,s,0,6,k,e,-0.13131344329303551
-14,0,n,0,4,s,s,0.42193033906546096
-14,-2,e,0,4,j,n,1.1261687072096902
-3,-9,w,0,3,s,w,4.093173809577695
-14,0,n,0,4,s,n,0.5631825337589318
-8,-10,s,0,4,h,e,0.058646641337449124
-17,9,n,2,6,h,n,0.540062428113836
-3,-9,w,0,3,s,s,3.057209273674902
-14,-2,e,0,4,j,e,0.6442106957588408
1,-3,n,0,1,l,e,294.9695786577799
-8,10,e,0,4,l,w,1.232575723593874
-4,3,w,0,1,k,w,84.19282777466009
-6,-1,w,0,2,h,e,22.217179992674826
1,-3,n,0,1,l,n,291.97847483535287
-6,-1,w,0,2,h,s,19.786068002688136
1,-3,n,0,1,l,s,288.08614770951226
-6,-1,w,0,2,h,n,34.865012859488694
-6,-1,w,0,2,j,e,91.62126016956223
18,0,w,0,6,j,n,0.1416223745298085
-4,3,w,0,1,j,e,50.56389121164602
-6,-1,w,0,2,j,n,32.376237461486944
18,0,w,0,6,j,w,0.09683339440785299
-4,3,w,0,1,j,n,91.02091637008832
18,0,w,0,6,j,s,0.25456803802177197
-14,0,n,0,4,s,e,0.7305595104257401
-14,-2,e,0,4,h,w,-0.14023550142073185
-18,2,e,5,6,s,s,0.22133533990371076
-14,-2,e,0,4,h,s,-1.1886048034424772
-14,-2,e,0,4,h,n,-0.5704861182470702
1,-3,n,0,1,k,s,272.9952862530434
1,-3,n,0,1,k,w,278.193199996357
-4,3,w,0,1,j,w,22.505245252822412
1,-3,n,0,1,k,e,264.5269204708944
-4,3,w,0,1,j,s,53.857018638686895
1,-3,n,0,1,k,n,264.7533612495863
-8,10,e,0,4,k,e,1.527985587386685
16,-9,s,0,6,h,w,0.6906072781062803
14,-8,w,0,5,j,e,0.7879107478759451
16,-9,s,0,6,h,s,2.13619682755622
-6,-1,w,0,2,k,e,69.53738481807767
-6,-1,w,0,2,k,s,74.45001509744029
-8,10,e,0,4,k,n,1.5069188568112786
-6,-1,w,0,2,k,n,103.22875982162672
16,-9,s,0,6,h,n,0.6702944494986357
14,-8,w,0,5,j,s,0.7699382061394123
-8,-10,s,0,4,j,w,0.6743159389986197
16,-9,s,0,6,h,e,1.1581693651064584
14,-8,w,0,5,j,w,0.45904318358758794
-17,5,s,0,5,s,e,0.15029749241823695
14,-8,w,0,5,j,n,0.8336811527344041
-8,-10,s,0,4,j,e,2.0855170897490236
-17,5,s,0,5,s,n,0.43652180554955144
1,-3,n,0,1,j,n,363.95602113758156
-8,-10,s,0,4,j,n,2.663658845261861
1,-3,n,0,1,j,s,340.11816052411405
-14,-2,e,0,4,l,w,2.5154605709947804
-17,5,s,0,5,s,s,0.5867761855717966
1,-3,n,0,1,j,w,346.6355497451075
-14,-2,e,0,4,l,s,1.4132693009634625
-17,5,s,0,5,s,w,1.1467456928243425
-8,-10,s,0,4,j,s,0.7792483871513621
-6,-1,w,0,2,j,s,74.28125652368378
-8,10,e,0,4,j,n,0.7239936673598728
-1,-10,s,0,3,s,w,3.0011495706175495
1,-3,n,0,1,j,e,353.74497391583344
-8,10,e,0,4,j,w,1.308720864202655
-14,-2,e,0,4,l,e,1.5678027566885118
-1,-10,s,0,3,s,s,3.831072728447836
-6,-1,w,0,2,j,w,60.88703689435133
