x,y,dir,enemyCount,distBucket,move,face,q
18,9,n,3,6,k,n,0.5199733577389621
18,9,n,3,6,k,s,4.681027592965123
0,9,n,0,3,h,e,232.3686677888851
18,0,w,0,6,k,w,64.44438818010252
16,-7,s,4,5,s,e,13.936310242037523
0,9,n,0,3,h,n,232.31525645063508
16,-9,s,0,6,l,w,39.99671147928517
18,9,n,3,6,k,w,2.7447188407173804
0,9,n,0,3,h,s,232.3138286578063
16,-9,s,0,6,l,s,43.820798008674764
16,4,n,1,5,s,n,0.8483056060961375
0,9,n,0,3,h,w,232.34165405591656
16,4,n,1,5,s,s,6.9468927279533546
16,-7,s,4,5,s,w,1.6837197063918214
-14,-2,e,0,4,h,e,167.40434650043568
8,-4,e,2,2,l,w,131.9634988555089
18,0,w,0,6,k,e,80.91456125729121
18,9,n,3,6,l,e,1.116043652558416
-2,2,s,0,0,j,n,351.3878219695849
16,-7,s,4,5,s,n,19.942302523249502
-2,2,s,0,0,j,e,351.93358815874484
18,0,w,0,6,k,n,63.61654799695606
16,-7,s,4,5,s,s,1.908919442801674
18,9,n,3,6,l,s,5.962869782349457
12,4,e,2,4,j,e,41.06774293471838
16,6,n,5,5,h,n,3.670538252175053
-2,2,s,0,0,h,s,351.7627686282329
-2,2,s,0,0,h,w,351.98766426549025
18,0,w,0,6,l,w,63.96079323478516
8,-4,e,2,2,l,e,21.539624017836033
16,6,n,5,5,h,w,10.546995327125614
-4,3,w,0,1,h,e,315.1310598986015
-2,2,s,0,0,h,n,351.7314168010258
12,4,e,2,4,j,n,9.72122026779511
16,6,n,5,5,h,s,48.05627001777636
8,-4,e,2,2,l,n,40.37532353484286
16,-9,s,0,6,k,w,50.45744000590751
12,4,e,2,4,j,s,19.44361822169538
8,-4,e,2,2,l,s,99.12750161560939
16,-9,s,0,6,k,s,46.68377852918928
12,4,e,2,4,j,w,35.099062057408716
16,-9,s,0,6,k,n,50.6730466559522
3,3,w,0,1,s,n,334.3384416121281
1,-1,w,0,0,s,e,427.6147323543304
16,-9,s,0,6,l,n,55.00689975989636
-4,3,w,0,1,h,w,315.4450241288107
16,-9,s,0,6,l,e,58.78930710097801
1,-1,w,0,0,s,n,428.3806323944052
8,-4,e,2,2,k,s,135.19404383691494
3,3,w,0,1,s,e,334.3474867861564
1,-1,w,0,0,s,s,430.3757498938775
8,-4,e,2,2,k,w,21.009105401165513
3,-1,e,0,1,h,e,407.1662315475694
1,-1,w,0,0,s,w,429.25744866983075
18,0,w,0,6,l,e,55.72867638655229
16,6,n,5,5,h,e,6.565435340348696
3,-1,e,0,1,h,n,406.5617311164332
-4,3,w,0,1,h,s,315.4170154964707
18,0,w,0,6,l,s,50.99305374812791
-4,3,w,0,1,h,n,315.61003196103684
18,0,w,0,6,l,n,45.750146911926734
9,-9,s,0,4,h,s,177.4630791421619
-14,0,n,0,4,k,n,166.7108920533311
13,4,w,0,4,h,e,158.26868320586829
9,-9,s,0,4,h,n,177.56820759648627
-17,5,s,0,5,l,n,102.30665258850583
-14,0,n,0,4,k,e,169.50777136584514
9,-9,s,0,4,h,w,177.55844465819223
-9,2,s,0,3,h,w,229.6412782200224
-17,5,s,0,5,l,s,115.09553090696008
8,5,e,1,3,s,e,35.696049397871874
-9,2,s,0,3,h,s,229.63941124270497
8,5,e,1,3,s,w,59.661891151361715
-17,5,s,0,5,l,w,119.82884379670192
9,-9,s,0,4,h,e,177.58063141722204
-9,2,s,0,3,h,n,229.6517827097638
8,5,e,1,3,s,n,22.71938210623901
-14,0,n,0,4,k,w,166.87091892851595
8,5,e,1,3,s,s,21.99495458258231
-4,1,n,0,1,j,e,333.73265408641026
-9,2,s,0,3,h,e,229.6326253567096
-14,0,n,0,4,k,s,165.2384609340314
-4,1,n,0,1,j,s,333.61376827282805
18,-2,n,0,6,h,s,118.94915651078917
15,3,s,0,5,j,n,144.09852300762466
-4,1,n,0,1,j,n,334.01829477316164
18,-2,n,0,6,h,n,113.01424137626249
15,3,s,0,5,j,e,146.47749433041858
18,2,w,4,6,s,n,0.3323639889707565
-4,1,n,0,1,j,w,334.18476019740245
18,-2,n,0,6,h,w,108.29568469226888
15,3,s,0,5,j,w,148.9820248242246
-2,2,s,0,0,h,e,352.00276412601266
15,3,s,0,5,j,s,150.07495370836628
18,-2,n,0,6,h,e,104.86304824863893
7,6,s,0,3,s,w,219.06673659323053
-17,5,s,0,5,k,e,115.43932425507857
-14,0,n,0,4,j,e,160.81108725253316
-17,5,s,0,5,k,n,93.8820468159401
-14,0,n,0,4,j,w,168.91826230237737
-17,5,s,0,5,k,s,112.66944126347187
-14,0,n,0,4,j,s,170.8695844598355
7,6,s,0,3,s,n,219.07677689732557
-17,5,s,0,5,k,w,101.5761014018827
7,6,s,0,3,s,s,219.06830250103118
-14,0,n,0,4,j,n,168.38322777522936
9,-9,s,0,4,j,e,177.52199539049673
7,6,s,0,3,s,e,219.07103642955647
-17,5,s,0,5,l,e,107.89248833101544
13,4,w,0,4,j,n,124.74470480643728
17,-1,e,0,5,s,w,92.28044456900797
18,-2,n,0,6,j,e,67.18654276926803
-17,5,s,0,5,j,e,69.62361804285595
13,4,w,0,4,j,e,173.270541433009
15,3,s,0,5,h,w,180.2875030067218
-17,5,s,0,5,j,n,76.68290109636071
-17,5,s,0,5,j,s,71.53225275815694
-8,10,e,0,4,s,w,164.6619796119277
-9,2,s,0,3,j,w,230.38169092180874
17,-1,e,0,5,s,e,111.62703294244749
